Year,Company,Mkt_Share_Perc,CompanyType,,,,
2004,Mutual of Enumclaw,0.07,Independent,,,,
2004,National General Holdings Corp,1.24,Direct,,,,
2004,Nationwide,4.69,Captive,,,,
2004,NJM Insurance,0.5,Direct,,,,
2004,Nodak Mutual Group Inc.,0.04,Independent,,,,
2004,North Carolina Farm Bureau Insurance,0.23,Independent,,,,
2004,North Star Mutual Insurance Co,0.02,Independent,,,,
2004,NYCM Insurance,0.23,Independent,,,,
2004,Ocean Harbor Insurance,0.06,Independent,,,,
2004,Ohio Mutual Insurance Group,0.05,Independent,,,,
2004,Old American,0.29,Independent,,,,
2004,Pekin Insurance,0.08,Independent,,,,
2004,PEMCO Mutual Insurance Co.,0.1,Independent,,,,
2004,Penn National Insurance,0.08,Independent,,,,
2004,Pioneer State Mutual Ins Co.,0.05,Independent,,,,
2004,Plymouth Rock Co.,0.27,Independent,,,,
2004,Plymouth Rock of New Jersey,0.56,Independent,,,,
2004,Progressive,7.15,Direct,,,,
2004,Quincy Mutual,0.06,Independent,,,,
2004,Redpoint County Mutual Ins Co.,0.01,Independent,,,,
2004,Root Insurance Co.,0,Direct,,,,
2004,Safe Auto Insurance Group,0.18,Independent,,,,
2004,Safety Insurance,0.31,Independent,,,,
2004,Safeway Insurance,0.18,Independent,,,,
2004,Selective,0.11,Independent,,,,
2004,Sentry,0.54,Independent,,,,
2004,Shelter Insurance,0.39,Independent,,,,
2004,Southern Farm Bureau Casualty,0.66,Independent,,,,
2004,State Auto,0.31,Independent,,,,
2004,State Farm,18.51,Captive,,,,
2004,Tennessee Farmers Insurance Companies,0.29,Independent,,,,
2004,Texas Farm Bureau Insurance,0.05,Captive,,,,
2004,The Cincinnati Insurance Cos.,0.28,Independent,,,,
2004,The Hanover Insurance Group,0.69,Independent,,,,
2004,The Hartford,1.5,Independent,,,,
2004,Tiptree Inc.,0.02,Independent,,,,
2004,Tokio Marine,0.03,Independent,,,,
2004,Travelers,1.97,Independent,,,,
2004,United Automobile Insurance Co,0.2,Independent,,,,
2004,Universal Group Inc.,0.1,Independent,,,,
2004,USAA,3.48,Direct,,,,
2004,Utica National Insurance Group,0.1,Independent,,,,
2004,VA Farm Bureau Federation,0.08,Independent,,,,
2004,Wawanesa General Insurance Co.,0.11,Independent,,,,
2004,West Bend Mutual Insurance Co.,0.06,Independent,,,,
2004,Western National Insurance,0.1,Independent,,,,
2004,Westfield Insurance,0.24,Independent,,,,
2005,ACCC Insurance Co.,0.04,Independent,,,,
2005,ACUITY A Mutual Insurance Co.,0.07,Independent,,,,
2005,Agency Insurance Co. of MD Inc,0.02,Independent,,,,
2005,AIG,1.47,Independent,,,,
2005,Alfa Mutual Group,0.34,Independent,,,,
2005,Allstate Corp,11.25,Captive,,,,
2005,American Access Casualty Co.,0.03,Independent,,,,
2005,American Family Insurance,2.48,Captive,,,,
2005,American National,0.34,Independent,,,,
2005,Amica,0.58,Direct,,,,
2005,AmTrust Financial,0.15,Independent,,,,
2005,Arbella Insurance,0.26,Independent,,,,
2005,AssuranceAmerica,0.04,Independent,,,,
2005,Auto Club Exchange,1.27,Direct,,,,
2005,Auto Club Insurance Association,0.92,Direct,,,,
2005,Auto-Owners Insurance,0.83,Independent,,,,
2005,Bear River Mutual Insurance Co,0.03,Captive,,,,
2005,Berkshire Hathaway Inc.,6.16,Direct,,,,
2005,California Casualty,0.17,Direct,,,,
2005,Central Insurance Companies,0.09,Independent,,,,
2005,Chubb,0.33,Independent,,,,
2005,Consumers County Mutual Ins Co,0.15,Independent,,,,
2005,COUNTRY Financial,0.64,Independent,,,,
2005,CSAA Insurance Exchange,1.23,Direct,,,,
2005,Donegal,0.12,Independent,,,,
2005,Elephant Insurance Co.,,Direct,,,,
2005,Encova Insurance,0.15,Independent,,,,
2005,Erie Insurance,1.17,Independent,,,,
2005,Farm Bureau Financial Services,0.23,Independent,,,,
2005,Farm Bureau Mutl Ins Co. of ID,0.04,Independent,,,,
2005,Farmers Insurance,6.5,Captive,,,,
2005,Farmers Mutual Ins Co. of NE,0.04,Independent,,,,
2005,First Acceptance,0.1,Independent,,,,
2005,Frankenmuth Insurance,0.06,Independent,,,,
2005,Georgia Farm Bureau,0.18,Independent,,,,
2005,Germania Insurance,0.03,Independent,,,,
2005,GoAuto Insurance Co.,0,Independent,,,,
2005,Grange Insurance,0.35,Independent,,,,
2005,Grinnell Mutual,0.07,Independent,,,,
2005,Home State Insurance Grp Inc.,0.24,Independent,,,,
2005,Horace Mann,0.23,Independent,,,,
2005,IMT,0.03,Independent,,,,
2005,Indiana Farm Bureau,0.17,Independent,,,,
2005,Kemper,1.3,Direct,,,,
2005,Kentucky Farm Bureau,0.26,Independent,,,,
2005,Liberty Mutual,4.43,Independent,,,,
2005,Loya Insurance,0.02,Captive,,,,
2005,MAPFRE,0.98,Independent,,,,
2005,Markel,0.05,Independent,,,,
2005,Mercury Insurance,1.57,Independent,,,,
2005,MetLife,1.3,Independent,,,,
2005,MGA Insurance Co.,0.06,Independent,,,,
2005,Michigan Farm Bureau,0.16,Independent,,,,
2005,Mutual of Enumclaw,0.07,Independent,,,,
2005,National General Holdings Corp,1.23,Direct,,,,
2005,Nationwide,4.69,Captive,,,,
2005,NJM Insurance,0.5,Direct,,,,
2005,Nodak Mutual Group Inc.,0.03,Independent,,,,
2005,North Carolina Farm Bureau Insurance,0.25,Independent,,,,
2005,North Star Mutual Insurance Co,0.02,Independent,,,,
2005,NYCM Insurance,0.2,Independent,,,,
2005,Ocean Harbor Insurance,0.05,Independent,,,,
2005,Ohio Mutual Insurance Group,0.04,Independent,,,,
2005,Old American,0.35,Independent,,,,
2005,Pekin Insurance,0.08,Independent,,,,
2005,PEMCO Mutual Insurance Co.,0.1,Independent,,,,
2005,Penn National Insurance,0.08,Independent,,,,
2005,Pioneer State Mutual Ins Co.,0.05,Independent,,,,
2005,Plymouth Rock Co.,0.38,Independent,,,,
2005,Plymouth Rock of New Jersey,0.58,Independent,,,,
2005,Progressive,7.37,Direct,,,,
2005,Quincy Mutual,0.06,Independent,,,,
2005,Redpoint County Mutual Ins Co.,0.01,Independent,,,,
2005,Root Insurance Co.,0,Direct,,,,
2005,Safe Auto Insurance Group,0.2,Independent,,,,
2005,Safety Insurance,0.32,Independent,,,,
2005,Safeway Insurance,0.15,Independent,,,,
2005,Selective,0.1,Independent,,,,
2005,Sentry,0.54,Independent,,,,
2005,Shelter Insurance,0.37,Independent,,,,
2005,Southern Farm Bureau Casualty,0.65,Independent,,,,
2005,State Auto,0.3,Independent,,,,
2005,State Farm,17.96,Captive,,,,
2005,Tennessee Farmers Insurance Companies,0.3,Independent,,,,
2005,Texas Farm Bureau Insurance,0.04,Captive,,,,
2005,The Cincinnati Insurance Cos.,0.25,Independent,,,,
2005,The Hanover Insurance Group,0.63,Independent,,,,
2005,The Hartford,1.55,Independent,,,,
2005,Tiptree Inc.,0.03,Independent,,,,
2005,Tokio Marine,0.03,Independent,,,,
2005,Travelers,1.95,Independent,,,,
2005,United Automobile Insurance Co,0.21,Independent,,,,
2005,Universal Group Inc.,0.11,Independent,,,,
2005,USAA,3.51,Direct,,,,
2005,Utica National Insurance Group,0.09,Independent,,,,
2005,VA Farm Bureau Federation,0.08,Independent,,,,
2005,Wawanesa General Insurance Co.,0.12,Independent,,,,
2005,West Bend Mutual Insurance Co.,0.06,Independent,,,,
2005,Western National Insurance,0.1,Independent,,,,
2005,Westfield Insurance,0.22,Independent,,,,
2006,ACCC Insurance Co.,0.04,Independent,,,,
2006,ACUITY A Mutual Insurance Co.,0.07,Independent,,,,
2006,Agency Insurance Co. of MD Inc,0.02,Independent,,,,
2006,AIG,1.45,Independent,,,,
2006,Alfa Mutual Group,0.36,Independent,,,,
2006,Allstate Corp,11.44,Captive,,,,
2006,American Access Casualty Co.,0.04,Independent,,,,
2006,American Family Insurance,2.48,Captive,,,,
2006,American National,0.31,Independent,,,,
2006,Amica,0.54,Direct,,,,
2006,AmTrust Financial,0.14,Independent,,,,
2006,Arbella Insurance,0.26,Independent,,,,
2006,AssuranceAmerica,0.05,Independent,,,,
2006,Auto Club Exchange,1.32,Direct,,,,
2006,Auto Club Insurance Association,0.87,Direct,,,,
2006,Auto-Owners Insurance,0.79,Independent,,,,
2006,Bear River Mutual Insurance Co,0.03,Captive,,,,
2006,Berkshire Hathaway Inc.,6.74,Direct,,,,
2006,California Casualty,0.17,Direct,,,,
2006,Central Insurance Companies,0.09,Independent,,,,
2006,Chubb,0.3,Independent,,,,
2006,Consumers County Mutual Ins Co,0.17,Independent,,,,
2006,COUNTRY Financial,0.63,Independent,,,,
2006,CSAA Insurance Exchange,1.24,Direct,,,,
2006,Donegal,0.13,Independent,,,,
2006,Elephant Insurance Co.,,Direct,,,,
2006,Encova Insurance,0.14,Independent,,,,
2006,Erie Insurance,1.1,Independent,,,,
2006,Farm Bureau Financial Services,0.21,Independent,,,,
2006,Farm Bureau Mutl Ins Co. of ID,0.04,Independent,,,,
2006,Farmers Insurance,6.49,Captive,,,,
2006,Farmers Mutual Ins Co. of NE,0.04,Independent,,,,
2006,First Acceptance,0.16,Independent,,,,
2006,Frankenmuth Insurance,0.06,Independent,,,,
2006,Georgia Farm Bureau,0.18,Independent,,,,
2006,Germania Insurance,0.04,Independent,,,,
2006,GoAuto Insurance Co.,0,Independent,,,,
2006,Grange Insurance,0.37,Independent,,,,
2006,Grinnell Mutual,0.07,Independent,,,,
2006,Home State Insurance Grp Inc.,0.23,Independent,,,,
2006,Horace Mann,0.23,Independent,,,,
2006,IMT,0.03,Independent,,,,
2006,Indiana Farm Bureau,0.16,Independent,,,,
2006,Kemper,1.34,Direct,,,,
2006,Kentucky Farm Bureau,0.26,Independent,,,,
2006,Liberty Mutual,4.3,Independent,,,,
2006,Loya Insurance,0.13,Captive,,,,
2006,MAPFRE,0.96,Independent,,,,
2006,Markel,0.05,Independent,,,,
2006,Mercury Insurance,1.59,Independent,,,,
2006,MetLife,1.28,Independent,,,,
2006,MGA Insurance Co.,0.09,Independent,,,,
2006,Michigan Farm Bureau,0.15,Independent,,,,
2006,Mutual of Enumclaw,0.07,Independent,,,,
2006,National General Holdings Corp,1.21,Direct,,,,
2006,Nationwide,4.67,Captive,,,,
2006,NJM Insurance,0.49,Direct,,,,
2006,Nodak Mutual Group Inc.,0.03,Independent,,,,
2006,North Carolina Farm Bureau Insurance,0.24,Independent,,,,
2006,North Star Mutual Insurance Co,0.02,Independent,,,,
2006,NYCM Insurance,0.17,Independent,,,,
2006,Ocean Harbor Insurance,0.06,Independent,,,,
2006,Ohio Mutual Insurance Group,0.04,Independent,,,,
2006,Old American,0.26,Independent,,,,
2006,Pekin Insurance,0.08,Independent,,,,
2006,PEMCO Mutual Insurance Co.,0.09,Independent,,,,
2006,Penn National Insurance,0.08,Independent,,,,
2006,Pioneer State Mutual Ins Co.,0.04,Independent,,,,
2006,Plymouth Rock Co.,0.42,Independent,,,,
2006,Plymouth Rock of New Jersey,0.51,Independent,,,,
2006,Progressive,7.33,Direct,,,,
2006,Quincy Mutual,0.06,Independent,,,,
2006,Redpoint County Mutual Ins Co.,0.01,Independent,,,,
2006,Root Insurance Co.,0,Direct,,,,
2006,Safe Auto Insurance Group,0.2,Independent,,,,
2006,Safety Insurance,0.29,Independent,,,,
2006,Safeway Insurance,0.12,Independent,,,,
2006,Selective,0.08,Independent,,,,
2006,Sentry,0.57,Independent,,,,
2006,Shelter Insurance,0.37,Independent,,,,
2006,Southern Farm Bureau Casualty,0.65,Independent,,,,
2006,State Auto,0.29,Independent,,,,
2006,State Farm,17.95,Captive,,,,
2006,Tennessee Farmers Insurance Companies,0.31,Independent,,,,
2006,Texas Farm Bureau Insurance,0.04,Captive,,,,
2006,The Cincinnati Insurance Cos.,0.22,Independent,,,,
2006,The Hanover Insurance Group,0.65,Independent,,,,
2006,The Hartford,1.61,Independent,,,,
2006,Tiptree Inc.,0.03,Independent,,,,
2006,Tokio Marine,0.03,Independent,,,,
2006,Travelers,2,Independent,,,,
2006,United Automobile Insurance Co,0.21,Independent,,,,
2006,Universal Group Inc.,0.11,Independent,,,,
2006,USAA,3.62,Direct,,,,
2006,Utica National Insurance Group,0.07,Independent,,,,
2006,VA Farm Bureau Federation,0.08,Independent,,,,
2006,Wawanesa General Insurance Co.,0.12,Independent,,,,
2006,West Bend Mutual Insurance Co.,0.06,Independent,,,,
2006,Western National Insurance,0.09,Independent,,,,
2006,Westfield Insurance,0.21,Independent,,,,
2007,ACCC Insurance Co.,0.04,Independent,,,,
2007,ACUITY A Mutual Insurance Co.,0.07,Independent,,,,
2007,Agency Insurance Co. of MD Inc,0.02,Independent,,,,
2007,AIG,1.36,Independent,,,,
2007,Alfa Mutual Group,0.35,Independent,,,,
2007,Allstate Corp,11.58,Captive,,,,
2007,American Access Casualty Co.,0.04,Independent,,,,
2007,American Family Insurance,2.72,Captive,,,,
2007,American National,0.3,Independent,,,,
2007,Amica,0.52,Direct,,,,
2007,AmTrust Financial,0.13,Independent,,,,
2007,Arbella Insurance,0.24,Independent,,,,
2007,AssuranceAmerica,0.06,Independent,,,,
2007,Auto Club Exchange,1.29,Direct,,,,
2007,Auto Club Insurance Association,0.84,Direct,,,,
2007,Auto-Owners Insurance,0.77,Independent,,,,
2007,Bear River Mutual Insurance Co,0.03,Captive,,,,
2007,Berkshire Hathaway Inc.,7.12,Direct,,,,
2007,California Casualty,0.16,Direct,,,,
2007,Central Insurance Companies,0.09,Independent,,,,
2007,Chubb,0.27,Independent,,,,
2007,Consumers County Mutual Ins Co,0.18,Independent,,,,
2007,COUNTRY Financial,0.61,Independent,,,,
2007,CSAA Insurance Exchange,1.25,Direct,,,,
2007,Donegal,0.13,Independent,,,,
2007,Elephant Insurance Co.,,Direct,,,,
2007,Encova Insurance,0.13,Independent,,,,
2007,Erie Insurance,1.09,Independent,,,,
2007,Farm Bureau Financial Services,0.22,Independent,,,,
2007,Farm Bureau Mutl Ins Co. of ID,0.04,Independent,,,,
2007,Farmers Insurance,6.63,Captive,,,,
2007,Farmers Mutual Ins Co. of NE,0.05,Independent,,,,
2007,First Acceptance,0.17,Independent,,,,
2007,Frankenmuth Insurance,0.06,Independent,,,,
2007,Georgia Farm Bureau,0.18,Independent,,,,
2007,Germania Insurance,0.04,Independent,,,,
2007,GoAuto Insurance Co.,0,Independent,,,,
2007,Grange Insurance,0.38,Independent,,,,
2007,Grinnell Mutual,0.07,Independent,,,,
2007,Home State Insurance Grp Inc.,0.21,Independent,,,,
2007,Horace Mann,0.22,Independent,,,,
2007,IMT,0.03,Independent,,,,
2007,Indiana Farm Bureau,0.16,Independent,,,,
2007,Kemper,1.44,Direct,,,,
2007,Kentucky Farm Bureau,0.25,Independent,,,,
2007,Liberty Mutual,4.35,Independent,,,,
2007,Loya Insurance,0.18,Captive,,,,
2007,MAPFRE,0.93,Independent,,,,
2007,Markel,0.04,Independent,,,,
2007,Mercury Insurance,1.55,Independent,,,,
2007,MetLife,1.28,Independent,,,,
2007,MGA Insurance Co.,0.1,Independent,,,,
2007,Michigan Farm Bureau,0.14,Independent,,,,
2007,Mutual of Enumclaw,0.08,Independent,,,,
2007,National General Holdings Corp,1.22,Direct,,,,
2007,Nationwide,4.68,Captive,,,,
2007,NJM Insurance,0.48,Direct,,,,
2007,Nodak Mutual Group Inc.,0.03,Independent,,,,
2007,North Carolina Farm Bureau Insurance,0.24,Independent,,,,
2007,North Star Mutual Insurance Co,0.02,Independent,,,,
2007,NYCM Insurance,0.16,Independent,,,,
2007,Ocean Harbor Insurance,0.06,Independent,,,,
2007,Ohio Mutual Insurance Group,0.04,Independent,,,,
2007,Old American,0.26,Independent,,,,
2007,Pekin Insurance,0.09,Independent,,,,
2007,PEMCO Mutual Insurance Co.,0.09,Independent,,,,
2007,Penn National Insurance,0.08,Independent,,,,
2007,Pioneer State Mutual Ins Co.,0.05,Independent,,,,
2007,Plymouth Rock Co.,0.37,Independent,,,,
2007,Plymouth Rock of New Jersey,0.49,Independent,,,,
2007,Progressive,7.13,Direct,,,,
2007,Quincy Mutual,0.06,Independent,,,,
2007,Redpoint County Mutual Ins Co.,0.02,Independent,,,,
2007,Root Insurance Co.,0,Direct,,,,
2007,Safe Auto Insurance Group,0.19,Independent,,,,
2007,Safety Insurance,0.28,Independent,,,,
2007,Safeway Insurance,0.13,Independent,,,,
2007,Selective,0.08,Independent,,,,
2007,Sentry,0.55,Independent,,,,
2007,Shelter Insurance,0.36,Independent,,,,
2007,Southern Farm Bureau Casualty,0.64,Independent,,,,
2007,State Auto,0.29,Independent,,,,
2007,State Farm,17.88,Captive,,,,
2007,Tennessee Farmers Insurance Companies,0.31,Independent,,,,
2007,Texas Farm Bureau Insurance,0.05,Captive,,,,
2007,The Cincinnati Insurance Cos.,0.2,Independent,,,,
2007,The Hanover Insurance Group,0.66,Independent,,,,
2007,The Hartford,1.64,Independent,,,,
2007,Tiptree Inc.,0.05,Independent,,,,
2007,Tokio Marine,0.05,Independent,,,,
2007,Travelers,2.03,Independent,,,,
2007,United Automobile Insurance Co,0.16,Independent,,,,
2007,Universal Group Inc.,0.1,Independent,,,,
2007,USAA,3.62,Direct,,,,
2007,Utica National Insurance Group,0.07,Independent,,,,
2007,VA Farm Bureau Federation,0.07,Independent,,,,
2007,Wawanesa General Insurance Co.,0.13,Independent,,,,
2007,West Bend Mutual Insurance Co.,0.06,Independent,,,,
2007,Western National Insurance,0.08,Independent,,,,
2007,Westfield Insurance,0.21,Independent,,,,
2008,ACCC Insurance Co.,0.05,Independent,,,,
2008,ACUITY A Mutual Insurance Co.,0.08,Independent,,,,
2008,Agency Insurance Co. of MD Inc,0.02,Independent,,,,
2008,AIG,1.22,Independent,,,,
2008,Alfa Mutual Group,0.36,Independent,,,,
2008,Allstate Corp,11.24,Captive,,,,
2008,American Access Casualty Co.,0.04,Independent,,,,
2008,American Family Insurance,2.69,Captive,,,,
2008,American National,0.28,Independent,,,,
2008,Amica,0.52,Direct,,,,
2008,AmTrust Financial,0.17,Independent,,,,
2008,Arbella Insurance,0.22,Independent,,,,
2008,AssuranceAmerica,0.06,Independent,,,,
2008,Auto Club Exchange,1.29,Direct,,,,
2008,Auto Club Insurance Association,0.82,Direct,,,,
2008,Auto-Owners Insurance,0.79,Independent,,,,
2008,Bear River Mutual Insurance Co,0.04,Captive,,,,
2008,Berkshire Hathaway Inc.,7.62,Direct,,,,
2008,California Casualty,0.15,Direct,,,,
2008,Central Insurance Companies,0.1,Independent,,,,
2008,Chubb,0.27,Independent,,,,
2008,Consumers County Mutual Ins Co,0.21,Independent,,,,
2008,COUNTRY Financial,0.6,Independent,,,,
2008,CSAA Insurance Exchange,1.19,Direct,,,,
2008,Donegal,0.14,Independent,,,,
2008,Elephant Insurance Co.,,Direct,,,,
2008,Encova Insurance,0.13,Independent,,,,
2008,Erie Insurance,1.11,Independent,,,,
2008,Farm Bureau Financial Services,0.23,Independent,,,,
2008,Farm Bureau Mutl Ins Co. of ID,0.04,Independent,,,,
2008,Farmers Insurance,6.6,Captive,,,,
2008,Farmers Mutual Ins Co. of NE,0.05,Independent,,,,
2008,First Acceptance,0.14,Independent,,,,
2008,Frankenmuth Insurance,0.08,Independent,,,,
2008,Georgia Farm Bureau,0.17,Independent,,,,
2008,Germania Insurance,0.05,Independent,,,,
2008,GoAuto Insurance Co.,0,Independent,,,,
2008,Grange Insurance,0.38,Independent,,,,
2008,Grinnell Mutual,0.07,Independent,,,,
2008,Home State Insurance Grp Inc.,0.2,Independent,,,,
2008,Horace Mann,0.23,Independent,,,,
2008,IMT,0.04,Independent,,,,
2008,Indiana Farm Bureau,0.15,Independent,,,,
2008,Kemper,1.45,Direct,,,,
2008,Kentucky Farm Bureau,0.26,Independent,,,,
2008,Liberty Mutual,4.4,Independent,,,,
2008,Loya Insurance,0.2,Captive,,,,
2008,MAPFRE,0.86,Independent,,,,
2008,Markel,0.08,Independent,,,,
2008,Mercury Insurance,1.44,Independent,,,,
2008,MetLife,1.27,Independent,,,,
2008,MGA Insurance Co.,0.1,Independent,,,,
2008,Michigan Farm Bureau,0.14,Independent,,,,
2008,Mutual of Enumclaw,0.08,Independent,,,,
2008,National General Holdings Corp,1.16,Direct,,,,
2008,Nationwide,4.67,Captive,,,,
2008,NJM Insurance,0.46,Direct,,,,
2008,Nodak Mutual Group Inc.,0.03,Independent,,,,
2008,North Carolina Farm Bureau Insurance,0.24,Independent,,,,
2008,North Star Mutual Insurance Co,0.02,Independent,,,,
2008,NYCM Insurance,0.16,Independent,,,,
2008,Ocean Harbor Insurance,0.06,Independent,,,,
2008,Ohio Mutual Insurance Group,0.05,Independent,,,,
2008,Old American,0.26,Independent,,,,
2008,Pekin Insurance,0.09,Independent,,,,
2008,PEMCO Mutual Insurance Co.,0.09,Independent,,,,
2008,Penn National Insurance,0.08,Independent,,,,
2008,Pioneer State Mutual Ins Co.,0.05,Independent,,,,
2008,Plymouth Rock Co.,0.33,Independent,,,,
2008,Plymouth Rock of New Jersey,0.48,Independent,,,,
2008,Progressive,7.1,Direct,,,,
2008,Quincy Mutual,0.06,Independent,,,,
2008,Redpoint County Mutual Ins Co.,0.02,Independent,,,,
2008,Root Insurance Co.,0,Direct,,,,
2008,Safe Auto Insurance Group,0.2,Independent,,,,
2008,Safety Insurance,0.25,Independent,,,,
2008,Safeway Insurance,0.13,Independent,,,,
2008,Selective,0.08,Independent,,,,
2008,Sentry,0.55,Independent,,,,
2008,Shelter Insurance,0.37,Independent,,,,
2008,Southern Farm Bureau Casualty,0.63,Independent,,,,
2008,State Auto,0.3,Independent,,,,
2008,State Farm,18.28,Captive,,,,
2008,Tennessee Farmers Insurance Companies,0.31,Independent,,,,
2008,Texas Farm Bureau Insurance,0.08,Captive,,,,
2008,The Cincinnati Insurance Cos.,0.2,Independent,,,,
2008,The Hanover Insurance Group,0.65,Independent,,,,
2008,The Hartford,1.61,Independent,,,,
2008,Tiptree Inc.,0.04,Independent,,,,
2008,Tokio Marine,0.05,Independent,,,,
2008,Travelers,2.06,Independent,,,,
2008,United Automobile Insurance Co,0.14,Independent,,,,
2008,Universal Group Inc.,0.1,Independent,,,,
2008,USAA,3.8,Direct,,,,
2008,Utica National Insurance Group,0.07,Independent,,,,
2008,VA Farm Bureau Federation,0.07,Independent,,,,
2008,Wawanesa General Insurance Co.,0.13,Independent,,,,
2008,West Bend Mutual Insurance Co.,0.07,Independent,,,,
2008,Western National Insurance,0.08,Independent,,,,
2008,Westfield Insurance,0.2,Independent,,,,
2009,ACCC Insurance Co.,0.06,Independent,,,,
2009,ACUITY A Mutual Insurance Co.,0.09,Independent,,,,
2009,Agency Insurance Co. of MD Inc,0.02,Independent,,,,
2009,AIG,0.72,Independent,,,,
2009,Alfa Mutual Group,0.36,Independent,,,,
2009,Allstate Corp,10.95,Captive,,,,
2009,American Access Casualty Co.,0.05,Independent,,,,
2009,American Family Insurance,2.63,Captive,,,,
2009,American National,0.28,Independent,,,,
2009,Amica,0.54,Direct,,,,
2009,AmTrust Financial,0.18,Independent,,,,
2009,Arbella Insurance,0.21,Independent,,,,
2009,AssuranceAmerica,0.07,Independent,,,,
2009,Auto Club Exchange,1.24,Direct,,,,
2009,Auto Club Insurance Association,0.84,Direct,,,,
2009,Auto-Owners Insurance,0.85,Independent,,,,
2009,Bear River Mutual Insurance Co,0.04,Captive,,,,
2009,Berkshire Hathaway Inc.,8.2,Direct,,,,
2009,California Casualty,0.15,Direct,,,,
2009,Central Insurance Companies,0.11,Independent,,,,
2009,Chubb,0.27,Independent,,,,
2009,Consumers County Mutual Ins Co,0.2,Independent,,,,
2009,COUNTRY Financial,0.6,Independent,,,,
2009,CSAA Insurance Exchange,1.17,Direct,,,,
2009,Donegal,0.14,Independent,,,,
2009,Elephant Insurance Co.,0,Direct,,,,
2009,Encova Insurance,0.13,Independent,,,,
2009,Erie Insurance,1.13,Independent,,,,
2009,Farm Bureau Financial Services,0.24,Independent,,,,
2009,Farm Bureau Mutl Ins Co. of ID,0.04,Independent,,,,
2009,Farmers Insurance,6.19,Captive,,,,
2009,Farmers Mutual Ins Co. of NE,0.05,Independent,,,,
2009,First Acceptance,0.1,Independent,,,,
2009,Frankenmuth Insurance,0.09,Independent,,,,
2009,Georgia Farm Bureau,0.15,Independent,,,,
2009,Germania Insurance,0.06,Independent,,,,
2009,GoAuto Insurance Co.,0,Independent,,,,
2009,Grange Insurance,0.4,Independent,,,,
2009,Grinnell Mutual,0.08,Independent,,,,
2009,Home State Insurance Grp Inc.,0.22,Independent,,,,
2009,Horace Mann,0.23,Independent,,,,
2009,IMT,0.04,Independent,,,,
2009,Indiana Farm Bureau,0.15,Independent,,,,
2009,Kemper,1.37,Direct,,,,
2009,Kentucky Farm Bureau,0.26,Independent,,,,
2009,Liberty Mutual,4.36,Independent,,,,
2009,Loya Insurance,0.24,Captive,,,,
2009,MAPFRE,0.82,Independent,,,,
2009,Markel,0.1,Independent,,,,
2009,Mercury Insurance,1.32,Independent,,,,
2009,MetLife,1.23,Independent,,,,
2009,MGA Insurance Co.,0.11,Independent,,,,
2009,Michigan Farm Bureau,0.14,Independent,,,,
2009,Mutual of Enumclaw,0.09,Independent,,,,
2009,National General Holdings Corp,1.08,Direct,,,,
2009,Nationwide,4.56,Captive,,,,
2009,NJM Insurance,0.47,Direct,,,,
2009,Nodak Mutual Group Inc.,0.04,Independent,,,,
2009,North Carolina Farm Bureau Insurance,0.25,Independent,,,,
2009,North Star Mutual Insurance Co,0.03,Independent,,,,
2009,NYCM Insurance,0.17,Independent,,,,
2009,Ocean Harbor Insurance,0.05,Independent,,,,
2009,Ohio Mutual Insurance Group,0.05,Independent,,,,
2009,Old American,0.28,Independent,,,,
2009,Pekin Insurance,0.09,Independent,,,,
2009,PEMCO Mutual Insurance Co.,0.09,Independent,,,,
2009,Penn National Insurance,0.09,Independent,,,,
2009,Pioneer State Mutual Ins Co.,0.05,Independent,,,,
2009,Plymouth Rock Co.,0.26,Independent,,,,
2009,Plymouth Rock of New Jersey,0.44,Independent,,,,
2009,Progressive,7.46,Direct,,,,
2009,Quincy Mutual,0.06,Independent,,,,
2009,Redpoint County Mutual Ins Co.,0.02,Independent,,,,
2009,Root Insurance Co.,0,Direct,,,,
2009,Safe Auto Insurance Group,0.21,Independent,,,,
2009,Safety Insurance,0.24,Independent,,,,
2009,Safeway Insurance,0.12,Independent,,,,
2009,Selective,0.08,Independent,,,,
2009,Sentry,0.54,Independent,,,,
2009,Shelter Insurance,0.38,Independent,,,,
2009,Southern Farm Bureau Casualty,0.43,Independent,,,,
2009,State Auto,0.35,Independent,,,,
2009,State Farm,18.61,Captive,,,,
2009,Tennessee Farmers Insurance Companies,0.32,Independent,,,,
2009,Texas Farm Bureau Insurance,0.28,Captive,,,,
2009,The Cincinnati Insurance Cos.,0.2,Independent,,,,
2009,The Hanover Insurance Group,0.63,Independent,,,,
2009,The Hartford,1.61,Independent,,,,
2009,Tiptree Inc.,0.03,Independent,,,,
2009,Tokio Marine,0.05,Independent,,,,
2009,Travelers,2.05,Independent,,,,
2009,United Automobile Insurance Co,0.12,Independent,,,,
2009,Universal Group Inc.,0.1,Independent,,,,
2009,USAA,4.1,Direct,,,,
2009,Utica National Insurance Group,0.07,Independent,,,,
2009,VA Farm Bureau Federation,0.07,Independent,,,,
2009,Wawanesa General Insurance Co.,0.14,Independent,,,,
2009,West Bend Mutual Insurance Co.,0.08,Independent,,,,
2009,Western National Insurance,0.08,Independent,,,,
2009,Westfield Insurance,0.2,Independent,,,,
2010,ACCC Insurance Co.,0.06,Independent,,,,
2010,ACUITY A Mutual Insurance Co.,0.09,Independent,,,,
2010,Agency Insurance Co. of MD Inc,0.03,Independent,,,,
2010,AIG,0.6,Independent,,,,
